system:index,Aver_K2O_rate_kg_ha,Aver_N_P2O5_K2O_rate_kg_ha,Aver_N_rate_kg_ha,Aver_P2O5_rate_kg_ha,COUNTRY_NA,Country,Crop,Crop_area_k_ha,FUBC_report_number,ISO3_code,K2O_k_t,K2O_pc_fert,K2O_rate_kg_ha,N_P2O5_K2O_k_t,N_k_t,N_pc_fert,N_rate_kg_ha,OBJECTID,Original_country_name_in_FUBC_report,P2O5_k_t,P2O5_pc_fert,P2O5_rate_kg_ha,Region_IFA,Shape_Area,Shape_Le_1,Shape_Leng,Year,Year_FUBC_publication,.geo
000000000000000000c0,31,NA,73,18,Denmark,Denmark,"Rye, oat, rice",131,4,DNK,4.1,NA,NA,16,9.6,NA,NA,66,Denmark,2.4,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c1,60,NA,130,22,Denmark,Denmark,"Set-aside, industrial crops",11,4,DNK,0.7,NA,NA,2.3,1.4,NA,NA,66,Denmark,0.2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c2,25,NA,78,25,Denmark,Denmark,Silage maize,45,4,DNK,1.1,NA,NA,5.8,3.5,NA,NA,66,Denmark,1.1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c3,60,NA,110,38,Denmark,Denmark,Sugar beet,68,4,DNK,4.1,NA,NA,14.1,7.5,NA,NA,66,Denmark,2.6,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c4,50,NA,80,10,Denmark,Denmark,"Sunflower, soya, linseed",4,4,DNK,0.2,NA,NA,0.6,0.3,NA,NA,66,Denmark,0,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c5,50,NA,142,30,Denmark,Denmark,Vegetables,16,4,DNK,1.2,NA,NA,5.3,3.4,NA,NA,66,Denmark,0.7,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c6,45,NA,137,23,Denmark,Denmark,Wheat,689,4,DNK,31,NA,NA,141.2,94.4,NA,NA,66,Denmark,15.8,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c7,65,194,100,29,Denmark,Denmark,Fruit primary and citrus fruits and treenuts,5,9,DNK,0.325,NA,NA,0.97,0.5,NA,NA,66,Denmark,0.145,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c8,4.853333333,31.89333333,26,1.04,Denmark,Denmark,Grassland,225,9,DNK,1.092,NA,NA,7.176,5.85,NA,NA,66,Denmark,0.234,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000c9,22,71,40,9,Denmark,Denmark,Maize,8,9,DNK,0.176,NA,NA,0.568,0.32,NA,NA,66,Denmark,0.072,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ca,9,61,40,12,Denmark,Denmark,Maize green,183,9,DNK,1.647,NA,NA,11.163,7.32,NA,NA,66,Denmark,2.196,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000cb,24.80322906,118.0484359,78.03229062,15.21291625,Denmark,Denmark,Other cereals,991,9,DNK,24.58,NA,NA,116.986,77.33,NA,NA,66,Denmark,15.076,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000cc,24,38,0,14,Denmark,Denmark,Pulses,32,9,DNK,0.768,NA,NA,1.216,0,NA,NA,66,Denmark,0.448,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000cd,25,162,125,12,Denmark,Denmark,Rapeseed,143,9,DNK,3.575,NA,NA,23.166,17.875,NA,NA,66,Denmark,1.716,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ce,27.84304933,136.9327354,101.7264574,7.3632287,Denmark,Denmark,Residual,446,9,DNK,12.418,NA,NA,61.072,45.37,NA,NA,66,Denmark,3.284,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000cf,68,226,137,21,Denmark,Denmark,Roots/tubers,52,9,DNK,3.536,NA,NA,11.752,7.124,NA,NA,66,Denmark,1.092,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d0,50,178,105,23,Denmark,Denmark,Sugar beet,34,9,DNK,1.7,NA,NA,6.052,3.57,NA,NA,66,Denmark,0.782,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d1,50,261,172,39,Denmark,Denmark,Vegetables,19,9,DNK,0.95,NA,NA,4.959,3.268,NA,NA,66,Denmark,0.741,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d2,33,181,132,16,Denmark,Denmark,Wheat,426,9,DNK,14.058,NA,NA,77.106,56.232,NA,NA,66,Denmark,6.816,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,2018,2022,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d3,30,NA,90,25,Denmark,Denmark,Barley,610,2,DNK,18.3,NA,NA,88.5,54.9,NA,NA,66,DENMARK,15.3,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d4,35,NA,120,20,Denmark,Denmark,Fodder Crop,180,2,DNK,6.3,NA,NA,31.5,21.6,NA,NA,66,DENMARK,3.6,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d5,85,NA,223,23,Denmark,Denmark,Grasslands & Pasture,445,2,DNK,37.8,NA,NA,147.3,99.2,NA,NA,66,DENMARK,10.2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d6,95,NA,120,45,Denmark,Denmark,Potato,55,2,DNK,5.2,NA,NA,14.3,6.6,NA,NA,66,DENMARK,2.5,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d7,45,NA,0,25,Denmark,Denmark,Pulses,130,2,DNK,5.9,NA,NA,9.1,0,NA,NA,66,DENMARK,3.3,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d8,80,NA,160,30,Denmark,Denmark,Rapeseed,230,2,DNK,18.4,NA,NA,62.1,36.8,NA,NA,66,DENMARK,6.9,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000d9,37,NA,110,25,Denmark,Denmark,Rye/Oat,125,2,DNK,4.6,NA,NA,21.5,13.8,NA,NA,66,DENMARK,3.1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000da,60,NA,110,45,Denmark,Denmark,Sugar Beet,65,2,DNK,3.9,NA,NA,14,7.2,NA,NA,66,DENMARK,2.9,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000db,100,NA,150,35,Denmark,Denmark,Vegetables,30,2,DNK,3,NA,NA,8.6,4.5,NA,NA,66,DENMARK,1.1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000dc,42,NA,165,30,Denmark,Denmark,Wheat,630,2,DNK,26.5,NA,NA,149.3,104,NA,NA,66,DENMARK,18.9,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1992/93,1994,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000dd,30,NA,78,16,Denmark,Denmark,Barley,826,5,DNK,25,NA,NA,102,64,NA,NA,66,Denmark,13,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000de,65,NA,110,10,Denmark,Denmark,Fodder (legumes),228,5,DNK,15,NA,NA,42,25,NA,NA,66,Denmark,2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000df,75,NA,150,22,Denmark,Denmark,Fodder (other),60,5,DNK,5,NA,NA,15,9,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e0,30,NA,130,15,Denmark,Denmark,Grassland (fertilized),100,5,DNK,3,NA,NA,18,13,NA,NA,66,Denmark,2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e1,10,NA,30,25,Denmark,Denmark,"Maize, silage",59,5,DNK,1,NA,NA,4,2,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e2,48,NA,100,16,Denmark,Denmark,Oilseed rape,77,5,DNK,4,NA,NA,13,8,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e3,35,NA,95,16,Denmark,Denmark,Other (including tobacco),82,5,DNK,3,NA,NA,12,8,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e4,83,NA,120,35,Denmark,Denmark,Potato,40,5,DNK,3,NA,NA,9,5,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e5,55,NA,NA,16,Denmark,Denmark,"Pulses (pea, bean)",53,5,DNK,3,NA,NA,4,NA,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e6,32,NA,80,13,Denmark,Denmark,"Rye, oat, rice",159,5,DNK,5,NA,NA,20,13,NA,NA,66,Denmark,2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e7,NA,NA,40,NA,Denmark,Denmark,"Set-aside, industrial crops",24,5,DNK,NA,NA,NA,1,1,NA,NA,66,Denmark,NA,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e8,70,NA,100,35,Denmark,Denmark,Sugar beet,58,5,DNK,4,NA,NA,12,6,NA,NA,66,Denmark,2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000e9,45,NA,70,10,Denmark,Denmark,"Sunflower, soya, linseed",6,5,DNK,0,NA,NA,0,0,NA,NA,66,Denmark,0,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ea,100,NA,140,40,Denmark,Denmark,Vegetables,21,5,DNK,2,NA,NA,6,3,NA,NA,66,Denmark,1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000eb,40,NA,150,17,Denmark,Denmark,Wheat,639,5,DNK,26,NA,NA,133,96,NA,NA,66,Denmark,11,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1999/2000,2002,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
0000000000000000020b,NA,NA,NA,NA,Finland,Finland,Barley,541,1,FIN,27.1,100,50,105,45.4,100,84,83,FINLAND,32.5,100,60,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000020c,NA,NA,NA,NA,Finland,Finland,Fodder Crop,233,1,FIN,22.1,100,95,85,46.6,100,200,83,FINLAND,16.3,100,70,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000020d,NA,NA,NA,NA,Finland,Finland,Grasslands & Pastures,390,1,FIN,25.4,100,65,83.9,39,100,100,83,FINLAND,19.5,100,50,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000020e,NA,NA,NA,NA,Finland,Finland,oat,343,1,FIN,18.9,100,55,66.9,27.4,100,80,83,FINLAND,20.6,100,60,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000020f,NA,NA,NA,NA,Finland,Finland,Potato,36,1,FIN,5,100,140,14.8,2.5,100,70,83,FINLAND,7.2,100,200,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000210,NA,NA,NA,NA,Finland,Finland,Rapeseed,61,1,FIN,3.4,100,55,13.1,6.7,100,110,83,FINLAND,3.1,100,50,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000211,NA,NA,NA,NA,Finland,Finland,Rye,10,1,FIN,0.6,100,55,2,0.8,100,80,83,FINLAND,0.6,100,60,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000212,NA,NA,NA,NA,Finland,Finland,Sugar Beet,32,1,FIN,3.2,100,100,11.2,4.8,100,150,83,FINLAND,3.2,100,100,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000213,NA,NA,NA,NA,Finland,Finland,Vegetables,8,1,FIN,0.9,100,115,2.4,0.6,100,70,83,FINLAND,0.9,100,110,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000214,NA,NA,NA,NA,Finland,Finland,Wheat,128,1,FIN,7,100,55,29.4,14.7,100,115,83,FINLAND,7.7,100,60,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1990,1992,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000215,38,NA,78,38,Finland,Finland,Barley,630,3,FIN,23.94,NA,NA,97.02,49.14,NA,NA,83,Finland,23.94,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000216,80,NA,170,40,Finland,Finland,Fodder,270,3,FIN,21.6,NA,NA,78.3,45.9,NA,NA,83,Finland,10.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000217,45,NA,86,36,Finland,Finland,Grassland fertilized,400,3,FIN,18,NA,NA,66.8,34.4,NA,NA,83,Finland,14.4,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000218,50,NA,40,30,Finland,Finland,Others,83,3,FIN,4.15,NA,NA,9.96,3.32,NA,NA,83,Finland,2.49,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000219,110,NA,70,160,Finland,Finland,Potato,38,3,FIN,4.18,NA,NA,12.92,2.66,NA,NA,83,Finland,6.08,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021a,40,NA,90,45,Finland,Finland,Rapeseed,70,3,FIN,2.8,NA,NA,12.25,6.3,NA,NA,83,Finland,3.15,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021b,38,NA,73,38,Finland,Finland,Rye/Oat,410,3,FIN,15.58,NA,NA,61.09,29.93,NA,NA,83,Finland,15.58,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021c,70,NA,130,80,Finland,Finland,Sugar beet,35,3,FIN,2.45,NA,NA,9.8,4.55,NA,NA,83,Finland,2.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021d,100,NA,80,100,Finland,Finland,Vegetables,8,3,FIN,0.8,NA,NA,2.24,0.64,NA,NA,83,Finland,0.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021e,38,NA,90,40,Finland,Finland,Wheat,111,3,FIN,4.218,NA,NA,18.648,9.99,NA,NA,83,Finland,4.44,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1994,1996,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000021f,28,NA,74,25,Finland,Finland,Barley,583,4,FIN,16.3,NA,NA,74,43.1,NA,NA,83,Finland,14.6,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000220,11,NA,60,18,Finland,Finland,Fertilized forests,25,4,FIN,0.3,NA,NA,2.2,1.5,NA,NA,83,Finland,0.5,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000221,57,NA,112,25,Finland,Finland,Grassland fertilized,678,4,FIN,38.6,NA,NA,131.5,75.9,NA,NA,83,Finland,17,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000222,30,NA,90,30,Finland,Finland,Oilseed rape,61,4,FIN,1.8,NA,NA,9.2,5.5,NA,NA,83,Finland,1.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000223,50,NA,40,30,Finland,Finland,Others (incl. tobacco),45,4,FIN,2.3,NA,NA,5.4,1.8,NA,NA,83,Finland,1.4,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000224,80,NA,40,50,Finland,Finland,"Perm. crops (fruit, vineyard)",6,4,FIN,0.5,NA,NA,1,0.2,NA,NA,83,Finland,0.3,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000225,100,NA,70,120,Finland,Finland,Potato,33,4,FIN,3.3,NA,NA,9.6,2.3,NA,NA,83,Finland,4,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000226,28,NA,70,25,Finland,Finland,"Rye, oat, rice",392,4,FIN,11,NA,NA,48.2,27.4,NA,NA,83,Finland,9.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000227,70,NA,120,80,Finland,Finland,Sugar beet,35,4,FIN,2.5,NA,NA,9.5,4.2,NA,NA,83,Finland,2.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000228,100,NA,80,80,Finland,Finland,Vegetables,10,4,FIN,1,NA,NA,2.6,0.8,NA,NA,83,Finland,0.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
00000000000000000229,35,NA,80,30,Finland,Finland,Wheat,125,4,FIN,4.4,NA,NA,18.1,10,NA,NA,83,Finland,3.8,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,1996,1999,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
0000000000000000022a,70,141,40,31,Finland,Finland,Fruit primary and citrus fruits and treenuts,4,9,FIN,0.28,NA,NA,0.564,0.16,NA,NA,83,Finland,0.124,NA,NA,Western and Central Europe,62.7578982016,152.753014193,152.753014193,2018,2022,"{""type"":""Point"",""coordinates"":[26.156835070447258,64.24097004981303]}"
