system:index,Aver_K2O_rate_kg_ha,Aver_N_P2O5_K2O_rate_kg_ha,Aver_N_rate_kg_ha,Aver_P2O5_rate_kg_ha,COUNTRY_NA,Country,Crop,Crop_area_k_ha,FUBC_report_number,ISO3_code,K2O_k_t,K2O_pc_fert,K2O_rate_kg_ha,N_P2O5_K2O_k_t,N_k_t,N_pc_fert,N_rate_kg_ha,OBJECTID,Original_country_name_in_FUBC_report,P2O5_k_t,P2O5_pc_fert,P2O5_rate_kg_ha,Region_IFA,Shape_Area,Shape_Le_1,Shape_Leng,Year,Year_FUBC_publication,.geo
0000000000000000006a,50,NA,80,40,Czechia,Czechia,Wheat,811,3,CZE,40.55,NA,NA,137.87,64.88,NA,NA,64,Czechia,32.44,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1995,1996,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000006b,12,NA,60,19,Czechia,Czechia,Barley/Summer,603,4,CZE,7.2,NA,NA,54.9,36.2,NA,NA,64,Czechia,11.5,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1996,1999,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000006c,36,NA,90,32,Czechia,Czechia,Potato,87,4,CZE,3.1,NA,NA,13.7,7.8,NA,NA,64,Czechia,2.8,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1996,1999,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000006d,26,NA,140,33,Czechia,Czechia,Rapeseed/Winter,229,4,CZE,6,NA,NA,45.6,32.1,NA,NA,64,Czechia,7.6,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1996,1999,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000006e,42,NA,105,40,Czechia,Czechia,Sugar beet,104,4,CZE,4.4,NA,NA,19.4,10.9,NA,NA,64,Czechia,4.2,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1996,1999,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000006f,24,NA,120,26,Czechia,Czechia,Wheat/Winter,801,4,CZE,19.2,NA,NA,136.2,96.1,NA,NA,64,Czechia,20.8,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,1996,1999,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000070,5,NA,6,6,Czechia,Czechia,Alfalfa,68,5,CZE,0.34,NA,NA,1.156,0.408,NA,NA,64,Czech Rep,0.408,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000071,12,NA,56,16,Czechia,Czechia,Barley (spring),230,5,CZE,2.76,NA,NA,19.32,12.88,NA,NA,64,Czech Rep,3.68,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000072,7,NA,80,13,Czechia,Czechia,Barley (winter),168,5,CZE,1.176,NA,NA,16.8,13.44,NA,NA,64,Czech Rep,2.184,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000073,2,NA,1,1,Czechia,Czechia,Clover,105,5,CZE,0.21,NA,NA,0.42,0.105,NA,NA,64,Czech Rep,0.105,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000074,22,NA,20,23,Czechia,Czechia,Fibre flax,6,5,CZE,0.132,NA,NA,0.39,0.12,NA,NA,64,Czech Rep,0.138,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000075,139,NA,109,78,Czechia,Czechia,Field vegetables,1,5,CZE,0.139,NA,NA,0.326,0.109,NA,NA,64,Czech Rep,0.078,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000076,1,NA,89,60,Czechia,Czechia,Fodder beet,2,5,CZE,0.002,NA,NA,0.3,0.178,NA,NA,64,Czech Rep,0.12,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000077,2,NA,30,2,Czechia,Czechia,"Fodder, perennial (other)",80,5,CZE,0.16,NA,NA,2.72,2.4,NA,NA,64,Czech Rep,0.16,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000078,NA,NA,18,NA,Czechia,Czechia,Grassland,517,5,CZE,0,NA,NA,9.306,9.306,NA,NA,64,Czech Rep,0,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000079,7,NA,37,14,Czechia,Czechia,"Green fodder, annual (other)",44,5,CZE,0.308,NA,NA,2.552,1.628,NA,NA,64,Czech Rep,0.616,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007a,47,NA,128,42,Czechia,Czechia,Hop,8,5,CZE,0.376,NA,NA,1.736,1.024,NA,NA,64,Czech Rep,0.336,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007b,24,NA,83,22,Czechia,Czechia,Maize (for corn),11,5,CZE,0.264,NA,NA,1.419,0.913,NA,NA,64,Czech Rep,0.242,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007c,13,NA,103,22,Czechia,Czechia,"Maize, silage",263,5,CZE,3.419,NA,NA,36.294,27.089,NA,NA,64,Czech Rep,5.786,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007d,6,NA,57,6,Czechia,Czechia,Mustard,13,5,CZE,0.078,NA,NA,0.897,0.741,NA,NA,64,Czech Rep,0.078,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007e,4,NA,43,7,Czechia,Czechia,Oat,26,5,CZE,0.104,NA,NA,1.404,1.118,NA,NA,64,Czech Rep,0.182,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000007f,4,NA,5,15,Czechia,Czechia,Orchards,7,5,CZE,0.028,NA,NA,0.168,0.035,NA,NA,64,Czech Rep,0.105,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000080,12,NA,41,13,Czechia,Czechia,Other crops,12,5,CZE,0.144,NA,NA,0.792,0.492,NA,NA,64,Czech Rep,0.156,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000081,NA,NA,4,NA,Czechia,Czechia,Pasture,214,5,CZE,0,NA,NA,0.856,0.856,NA,NA,64,Czech Rep,0,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000082,23,NA,10,15,Czechia,Czechia,Pea,32,5,CZE,0.736,NA,NA,1.536,0.32,NA,NA,64,Czech Rep,0.48,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000083,17,NA,48,13,Czechia,Czechia,Poppy,49,5,CZE,0.833,NA,NA,3.822,2.352,NA,NA,64,Czech Rep,0.637,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000084,30,NA,76,66,Czechia,Czechia,Potato (early),2,5,CZE,0.06,NA,NA,0.344,0.152,NA,NA,64,Czech Rep,0.132,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000085,19,NA,110,81,Czechia,Czechia,Potato (for starch industry),4,5,CZE,0.076,NA,NA,0.84,0.44,NA,NA,64,Czech Rep,0.324,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000086,63,NA,95,55,Czechia,Czechia,Potato (ware),35,5,CZE,2.205,NA,NA,7.455,3.325,NA,NA,64,Czech Rep,1.925,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000087,12,NA,147,19,Czechia,Czechia,Rapeseed,334,5,CZE,4.008,NA,NA,59.452,49.098,NA,NA,64,Czech Rep,6.346,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000088,4,NA,70,7,Czechia,Czechia,Rye,51,5,CZE,0.204,NA,NA,4.131,3.57,NA,NA,64,Czech Rep,0.357,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000089,56,NA,90,29,Czechia,Czechia,Sugar beet,52,5,CZE,2.912,NA,NA,9.1,4.68,NA,NA,64,Czech Rep,1.508,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008a,4,NA,59,5,Czechia,Czechia,Sunflower seed,8,5,CZE,0.032,NA,NA,0.544,0.472,NA,NA,64,Czech Rep,0.04,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008b,3,NA,70,8,Czechia,Czechia,Triticale,37,5,CZE,0.111,NA,NA,2.997,2.59,NA,NA,64,Czech Rep,0.296,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008c,100,NA,NA,65,Czechia,Czechia,Vineyard,1,5,CZE,0.1,NA,NA,0.165,0,NA,NA,64,Czech Rep,0.065,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008d,8,NA,68,10,Czechia,Czechia,Wheat (spring),40,5,CZE,0.32,NA,NA,3.44,2.72,NA,NA,64,Czech Rep,0.4,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008e,13,NA,106,17,Czechia,Czechia,Wheat (winter),725,5,CZE,9.425,NA,NA,98.6,76.85,NA,NA,64,Czech Rep,12.325,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2000,2002,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000008f,64.34210526,169.7368421,76.05263158,29.34210526,Czechia,Czechia,Fruit primary and citrus fruits and treenuts,76,9,CZE,4.89,NA,NA,12.9,5.78,NA,NA,64,Czechia,2.23,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000090,0.473684211,8.684210526,7.894736842,0.315789474,Czechia,Czechia,Grassland,950,9,CZE,0.45,NA,NA,8.25,7.5,NA,NA,64,Czechia,0.3,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000091,15,195,160,20,Czechia,Czechia,Maize,86,9,CZE,1.29,NA,NA,16.77,13.76,NA,NA,64,Czechia,1.72,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000092,15,225,180,30,Czechia,Czechia,Maize green,224.1,9,CZE,3.3615,NA,NA,50.4225,40.338,NA,NA,64,Czechia,6.723,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000093,7.942046573,115.5286104,91.39067616,16.19588762,Czechia,Czechia,Other cereals,436.73,9,CZE,3.46853,NA,NA,50.45481,39.91305,NA,NA,64,Czechia,7.07323,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000094,20,125,90,15,Czechia,Czechia,Other oil crops,38.6,9,CZE,0.772,NA,NA,4.825,3.474,NA,NA,64,Czechia,0.579,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000095,4,39,30,5,Czechia,Czechia,Pulses,42.857,9,CZE,0.171428,NA,NA,1.671423,1.28571,NA,NA,64,Czechia,0.214285,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000096,15,225,180,30,Czechia,Czechia,Rapeseed,394,9,CZE,5.91,NA,NA,88.65,70.92,NA,NA,64,Czechia,11.82,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000097,1.899189919,45.95859586,43.55985599,0.499549955,Czechia,Czechia,Residual,444.4,9,CZE,0.844,NA,NA,20.424,19.358,NA,NA,64,Czechia,0.222,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000098,35,190,130,25,Czechia,Czechia,Roots/tubers,23.4,9,CZE,0.819,NA,NA,4.446,3.042,NA,NA,64,Czechia,0.585,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
00000000000000000099,35,215,150,30,Czechia,Czechia,Sugar beet,66.1,9,CZE,2.3135,NA,NA,14.2115,9.915,NA,NA,64,Czechia,1.983,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000009a,70,300,170,60,Czechia,Czechia,Vegetables,14.248,9,CZE,0.99736,NA,NA,4.2744,2.42216,NA,NA,64,Czechia,0.85488,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000009b,10,197,165,22,Czechia,Czechia,Wheat,832,9,CZE,8.32,NA,NA,163.904,137.28,NA,NA,64,Czechia,18.304,NA,NA,Western and Central Europe,9.83716300639,25.7575484698,25.7575484698,2018,2022,"{""type"":""Point"",""coordinates"":[15.33891899745183,49.743574863562756]}"
0000000000000000009c,NA,NA,NA,NA,Denmark,Denmark,Set Aside,7,1,DNK,0,NA,NA,NA,0,NA,NA,66,DENMARK,0,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
0000000000000000009d,NA,NA,NA,NA,Denmark,Denmark,Barley (Spring),770,1,DNK,23.1,100,30,115.5,77,100,100,66,DENMARK,15.4,100,20,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
0000000000000000009e,NA,NA,NA,NA,Denmark,Denmark,Barley (Winter),140,1,DNK,7,100,50,34.3,22.4,100,160,66,DENMARK,4.9,100,35,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
0000000000000000009f,NA,NA,NA,NA,Denmark,Denmark,Cereals (Other),4,1,DNK,0.1,100,30,0.6,0.4,100,100,66,DENMARK,0.1,100,20,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a0,NA,NA,NA,NA,Denmark,Denmark,Fodder beet,91,1,DNK,3.6,100,40,15.5,10,100,110,66,DENMARK,1.8,100,20,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a1,NA,NA,NA,NA,Denmark,Denmark,Grassland (Intensive),339,1,DNK,30.5,100,90,130.5,84.8,100,250,66,DENMARK,15.3,100,45,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a2,NA,NA,NA,NA,Denmark,Denmark,Grasslands (Permanent),196,1,DNK,15.7,100,80,51,29.4,100,150,66,DENMARK,5.9,100,30,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a3,NA,NA,NA,NA,Denmark,Denmark,Horticulture,27,1,DNK,2.7,100,100,7.3,3.2,100,120,66,DENMARK,1.4,100,50,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a4,NA,NA,NA,NA,Denmark,Denmark,Oat,21,1,DNK,0.6,100,30,3.2,2.1,100,100,66,DENMARK,0.4,100,20,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a5,NA,NA,NA,NA,Denmark,Denmark,Other,48,1,DNK,3.4,100,70,10.1,4.8,100,100,66,DENMARK,1.9,100,40,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a6,NA,NA,NA,NA,Denmark,Denmark,Potato,45,1,DNK,4.5,100,100,12.6,5.4,100,120,66,DENMARK,2.7,100,60,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a7,NA,NA,NA,NA,Denmark,Denmark,Pulses,97,1,DNK,4.9,100,50,7.8,0,100,NA,66,DENMARK,2.9,100,30,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a8,NA,NA,NA,NA,Denmark,Denmark,Rapeseed,276,1,DNK,22.1,100,80,81.4,46.9,100,170,66,DENMARK,12.4,100,45,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000a9,NA,NA,NA,NA,Denmark,Denmark,Rye,73,1,DNK,2.9,100,40,15.3,10.2,100,140,66,DENMARK,2.2,100,30,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000aa,NA,NA,NA,NA,Denmark,Denmark,Sugar Beet,61,1,DNK,3.7,100,60,14,7.3,100,120,66,DENMARK,3.1,100,50,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ab,NA,NA,NA,NA,Denmark,Denmark,Wheat (Winter),509,1,DNK,25.5,100,50,134.9,91.6,100,180,66,DENMARK,17.8,100,35,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1990,1992,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ac,31,NA,88,19,Denmark,Denmark,Barley,660,3,DNK,20.46,NA,NA,91.08,58.08,NA,NA,66,Denmark,12.54,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ad,39,NA,152,13,Denmark,Denmark,Fodder,165,3,DNK,6.435,NA,NA,33.66,25.08,NA,NA,66,Denmark,2.145,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ae,35,NA,156,19,Denmark,Denmark,Grassland fertilized,150,3,DNK,5.25,NA,NA,31.5,23.4,NA,NA,66,Denmark,2.85,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000af,25,NA,95,19,Denmark,Denmark,Other,50,3,DNK,1.25,NA,NA,6.95,4.75,NA,NA,66,Denmark,0.95,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b0,75,NA,123,40,Denmark,Denmark,Potato,47,3,DNK,3.525,NA,NA,11.186,5.781,NA,NA,66,Denmark,1.88,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b1,25,NA,NA,19,Denmark,Denmark,Pulses,115,3,DNK,2.875,NA,NA,5.06,0,NA,NA,66,Denmark,2.185,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b2,70,NA,145,25,Denmark,Denmark,Rapeseed,180,3,DNK,12.6,NA,NA,43.2,26.1,NA,NA,66,Denmark,4.5,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b3,31,NA,83,19,Denmark,Denmark,Rye/Oat,150,3,DNK,4.65,NA,NA,19.95,12.45,NA,NA,66,Denmark,2.85,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b4,50,NA,108,40,Denmark,Denmark,Sugar beet,67,3,DNK,3.35,NA,NA,13.266,7.236,NA,NA,66,Denmark,2.68,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b5,45,NA,145,30,Denmark,Denmark,Vegetables,28,3,DNK,1.26,NA,NA,6.16,4.06,NA,NA,66,Denmark,0.84,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b6,43,NA,149,23,Denmark,Denmark,Wheat,600,3,DNK,25.8,NA,NA,129,89.4,NA,NA,66,Denmark,13.8,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1994,1996,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b7,34,NA,80,20,Denmark,Denmark,Barley,747,4,DNK,25.4,NA,NA,100.1,59.8,NA,NA,66,Denmark,14.9,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b8,40,NA,25,20,Denmark,Denmark,Fertilized forests,5,4,DNK,0.2,NA,NA,0.4,0.1,NA,NA,66,Denmark,0.1,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000b9,45,NA,105,14,Denmark,Denmark,Fodder (legumes),101,4,DNK,4.5,NA,NA,16.6,10.6,NA,NA,66,Denmark,1.4,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000ba,45,NA,183,14,Denmark,Denmark,Fodder (others),217,4,DNK,9.8,NA,NA,52.5,39.7,NA,NA,66,Denmark,3,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000bb,36,NA,190,19,Denmark,Denmark,Grassland fertilized,160,4,DNK,5.8,NA,NA,39.2,30.4,NA,NA,66,Denmark,3,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000bc,50,NA,140,23,Denmark,Denmark,Oilseed rape,96,4,DNK,4.8,NA,NA,20.4,13.4,NA,NA,66,Denmark,2.2,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000bd,35,NA,90,20,Denmark,Denmark,Others (incl. tobacco),64,4,DNK,2.2,NA,NA,9.3,5.8,NA,NA,66,Denmark,1.3,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000be,87,NA,125,37,Denmark,Denmark,Potato,38,4,DNK,3.3,NA,NA,9.5,4.8,NA,NA,66,Denmark,1.4,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
000000000000000000bf,60,NA,0,18,Denmark,Denmark,"Pulses (peas, beans)",97,4,DNK,5.8,NA,NA,7.6,0,NA,NA,66,Denmark,1.7,NA,NA,Western and Central Europe,6.19612449145,66.7237269535,66.7237269535,1996,1999,"{""type"":""Point"",""coordinates"":[10.065834569831015,55.9550791770518]}"
